EM_ID,Exercise_ID,Muscle_ID,Muscle_Role,Intensity_Value,Intensity_Source,Contraction_Type,Notes
954,EX0020,MU0041,Primary,9,Group,Isotonic,Drives shoulder adduction/flexion; high upper chest focus on incline.
955,EX0020,MU0036,Primary,8,Specific,Isotonic,Assists shoulder flexion; strong role on incline.
956,EX0020,MU0045,Primary,8,Specific,Isotonic,Drives elbow extension; primary role in press.
957,EX0020,MU0046,Primary,7,Specific,Isotonic,Assists elbow extension and shoulder stability.
958,EX0020,MU0047,Primary,7,Specific,Isotonic,Supports triceps in elbow extension.
959,EX0020,MU0043,Secondary,5,Specific,Isotonic,Supports scapular protraction during press.
960,EX0020,MU0052,Stabilizer,5,Specific,Isometric,Primary grip strength for dumbbells; moderate unilateral demand.
961,EX0020,MU0042,Secondary,4,Specific,Isotonic,Assists scapular depression; moderate role.
962,EX0020,MU0022,Stabilizer,4,Specific,Isometric,Intra-abdominal pressure for bench stability.
963,EX0020,MU0056,Stabilizer,4,Specific,Isometric,Supports grip and elbow stability with dumbbells.
964,EX0020,MU0037,Secondary,4,Specific,Isotonic,Supports shoulder abduction/stability.
965,EX0020,MU0026,Stabilizer,4,Group,Isometric,Supports scapular stability and bench posture.
966,EX0020,MU0027,Stabilizer,4,Group,Isometric,Supports scapular stability and bench posture.
967,EX0020,MU0028,Stabilizer,4,Group,Isometric,Supports scapular stability and bench posture.
968,EX0020,MU0020,Stabilizer,3,Specific,Isometric,Minor bracing for torso stability on bench.
969,EX0020,MU0021,Stabilizer,3,Specific,Isometric,Minimal anti-rotation support.
970,EX0020,MU0018,Stabilizer,3,Specific,Isometric,Low demand for torso stability.
971,EX0020,MU0024,Stabilizer,3,Specific,Isometric,Supports spine on bench; low demand.
972,EX0020,MU0029,Stabilizer,3,Specific,Isometric,Minor upper back stabilization.
973,EX0020,MU0030,Stabilizer,3,Specific,Isometric,Supports scapular retraction on bench.
974,EX0020,MU0025,Stabilizer,2,Specific,Isometric,Minimal pelvic stabilization on bench.
975,EX0020,MU0035,Stabilizer,2,Specific,Isometric,Minor rotator cuff stabilization.
976,EX0020,MU0033,Stabilizer,2,Specific,Isometric,Minimal rotator cuff support.
977,EX0020,MU0032,Stabilizer,2,Specific,Isometric,Minor shoulder stabilization during press.
978,EX0020,MU0034,Stabilizer,2,Specific,Isometric,Minimal rotator cuff involvement.
979,EX0020,MU0038,Stabilizer,2,Specific,Isometric,Minimal shoulder support.
980,EX0020,MU0044,Stabilizer,1,Specific,Isometric,Negligible clavicle stabilization.
981,EX0020,MU0005,Stabilizer,1,Specific,Isometric,Negligible ankle stabilization.
982,EX0020,MU0006,Stabilizer,1,Specific,Isometric,Minimal ankle support.
983,EX0020,MU0003,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
984,EX0020,MU0004,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
985,EX0020,MU0002,Stabilizer,1,Specific,Isometric,Negligible shin stabilization.
986,EX0020,MU0001,Stabilizer,1,Specific,Isometric,Negligible arch support.
987,EX0020,MU0048,Stabilizer,1,Specific,Isometric,Negligible elbow stabilization.
988,EX0020,MU0049,Stabilizer,1,Specific,Isometric,Minimal involvement.
989,EX0020,MU0050,Stabilizer,1,Specific,Isometric,Negligible elbow support.
990,EX0020,MU0017,Stabilizer,1,Specific,Isometric,Negligible hip stabilization on bench.
991,EX0020,MU0014,Stabilizer,1,Group,Isometric,Minimal hip support on bench.
992,EX0020,MU0015,Stabilizer,1,Group,Isometric,Minimal hip support on bench.
993,EX0020,MU0016,Stabilizer,1,Group,Isometric,Minimal hip support on bench.
994,EX0020,MU0011,Stabilizer,1,Group,Isometric,Negligible leg involvement.
995,EX0020,MU0012,Stabilizer,1,Group,Isometric,Negligible leg involvement.
996,EX0020,MU0013,Stabilizer,1,Group,Isometric,Negligible leg involvement.
997,EX0020,MU0007,Stabilizer,1,Group,Isometric,Minimal knee stabilization on bench.
998,EX0020,MU0008,Stabilizer,1,Group,Isometric,Minimal knee stabilization on bench.
999,EX0020,MU0009,Stabilizer,1,Group,Isometric,Minimal knee stabilization on bench.
1000,EX0020,MU0010,Stabilizer,1,Group,Isometric,Minimal knee stabilization on bench.
1001,EX0021,MU0053,Stabilizer,1,Specific,Isometric,Minimal wrist stability.
1002,EX0021,MU0006,Primary,9,Specific,Isotonic,Main driver of plantarflexion; bent knees maximize soleus.
1003,EX0021,MU0005,Primary,4,Specific,Isotonic,Assists plantarflexion; less active with bent knees.
1004,EX0021,MU0011,Stabilizer,4,Group,Isometric,Stabilizes hips with bent knees; moderate role.
1005,EX0021,MU0012,Stabilizer,4,Group,Isometric,Stabilizes hips with bent knees; moderate role.
1006,EX0021,MU0013,Stabilizer,4,Group,Isometric,Stabilizes hips with bent knees; moderate role.
1007,EX0021,MU0007,Stabilizer,4,Group,Isometric,Maintains knee bend; moderate demand.
1008,EX0021,MU0008,Stabilizer,4,Group,Isometric,Maintains knee bend; moderate demand.
1009,EX0021,MU0009,Stabilizer,4,Group,Isometric,Maintains knee bend; moderate demand.
1010,EX0021,MU0010,Stabilizer,4,Group,Isometric,Maintains knee bend; moderate demand.
1011,EX0021,MU0020,Stabilizer,3,Specific,Isometric,Minor bracing for standing balance with bent knees.
1012,EX0021,MU0021,Stabilizer,3,Specific,Isometric,Minimal anti-rotation support.
1013,EX0021,MU0018,Stabilizer,3,Specific,Isometric,Low demand for torso stability.
1014,EX0021,MU0022,Stabilizer,3,Specific,Isometric,Minor intra-abdominal pressure for posture.
1015,EX0021,MU0024,Stabilizer,3,Specific,Isometric,Supports spine in standing position with bent knees.
1016,EX0021,MU0025,Stabilizer,3,Specific,Isometric,Minor pelvic stabilization for balance.
1017,EX0021,MU0003,Secondary,3,Group,Isometric,Prevents ankle rolling; moderate due to bent knees.
1018,EX0021,MU0004,Secondary,3,Group,Isometric,Prevents ankle rolling; moderate due to bent knees.
1019,EX0021,MU0001,Secondary,3,Specific,Isotonic,Assists ankle stability; slight inversion role.
1020,EX0021,MU0002,Stabilizer,2,Specific,Isometric,Slight shin stabilization.
1021,EX0021,MU0017,Stabilizer,2,Specific,Isometric,Minor hip stabilization with bent knees.
1022,EX0021,MU0014,Stabilizer,2,Group,Isometric,Minimal hip support in standing position.
1023,EX0021,MU0015,Stabilizer,2,Group,Isometric,Minimal hip support in standing position.
1024,EX0021,MU0016,Stabilizer,2,Group,Isometric,Minimal hip support in standing position.
1025,EX0021,MU0039,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1026,EX0021,MU0040,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1027,EX0021,MU0041,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1028,EX0021,MU0042,Stabilizer,1,Specific,Isometric,Negligible scapular support.
1029,EX0021,MU0043,Stabilizer,1,Specific,Isometric,Minimal scapular stabilization.
1030,EX0021,MU0044,Stabilizer,1,Specific,Isometric,Irrelevant; no clavicle demand.
1031,EX0021,MU0056,Stabilizer,1,Specific,Isometric,Negligible arm stabilization.
1032,EX0021,MU0052,Stabilizer,1,Specific,Isometric,Negligible grip demand.
1033,EX0021,MU0035,Stabilizer,1,Specific,Isometric,Negligible rotator cuff involvement.
1034,EX0021,MU0033,Stabilizer,1,Specific,Isometric,Minimal rotator cuff support.
1035,EX0021,MU0032,Stabilizer,1,Specific,Isometric,Negligible shoulder stabilization.
1036,EX0021,MU0034,Stabilizer,1,Specific,Isometric,Minimal rotator cuff role.
1037,EX0021,MU0036,Stabilizer,1,Specific,Isometric,Negligible shoulder support.
1038,EX0021,MU0037,Stabilizer,1,Specific,Isometric,Minimal abduction stabilization.
1039,EX0021,MU0038,Stabilizer,1,Specific,Isometric,Negligible shoulder involvement.
1040,EX0021,MU0048,Stabilizer,1,Specific,Isometric,Minimal arm stabilization.
1041,EX0021,MU0049,Stabilizer,1,Specific,Isometric,Negligible arm support.
1042,EX0021,MU0050,Stabilizer,1,Specific,Isometric,Minimal elbow stabilization.
1043,EX0021,MU0045,Stabilizer,1,Specific,Isometric,Negligible elbow support.
1044,EX0021,MU0046,Stabilizer,1,Specific,Isometric,Minimal shoulder stabilization.
1045,EX0021,MU0047,Stabilizer,1,Specific,Isometric,Negligible involvement.
1046,EX0021,MU0029,Stabilizer,1,Specific,Isometric,Minimal upper back stabilization.
1047,EX0021,MU0030,Stabilizer,1,Specific,Isometric,Negligible scapular support.
1048,EX0021,MU0026,Stabilizer,1,Group,Isometric,Minimal upper back involvement.
1049,EX0021,MU0027,Stabilizer,1,Group,Isometric,Minimal upper back involvement.
1050,EX0021,MU0028,Stabilizer,1,Group,Isometric,Minimal upper back involvement.
1051,EX0022,MU0053,Stabilizer,3,Specific,Isometric,Maintains wrist stability during pushdown.
1052,EX0022,MU0039,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1053,EX0022,MU0040,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1054,EX0022,MU0041,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1055,EX0022,MU0042,Stabilizer,1,Specific,Isometric,Negligible scapular support.
1056,EX0022,MU0043,Stabilizer,1,Specific,Isometric,Minimal scapular stabilization.
1057,EX0022,MU0044,Stabilizer,1,Specific,Isometric,Irrelevant; no clavicle demand.
1058,EX0022,MU0020,Stabilizer,3,Specific,Isometric,Minor bracing for standing posture.
1059,EX0022,MU0021,Stabilizer,3,Specific,Isometric,Minimal anti-rotation support.
1060,EX0022,MU0018,Stabilizer,3,Specific,Isometric,Low demand for torso stability.
1061,EX0022,MU0022,Stabilizer,4,Specific,Isometric,Minor intra-abdominal pressure for posture.
1062,EX0022,MU0056,Stabilizer,3,Specific,Isometric,Minor elbow stabilization for grip.
1063,EX0022,MU0052,Stabilizer,4,Specific,Isometric,Grips handle; moderate for cable tension.
1064,EX0022,MU0024,Stabilizer,3,Specific,Isometric,Supports spine in standing position.
1065,EX0022,MU0025,Stabilizer,3,Specific,Isometric,Minor pelvic stabilization for posture.
1066,EX0022,MU0005,Stabilizer,1,Specific,Isometric,Negligible ankle stabilization.
1067,EX0022,MU0006,Stabilizer,1,Specific,Isometric,Minimal ankle support.
1068,EX0022,MU0003,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
1069,EX0022,MU0004,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
1070,EX0022,MU0002,Stabilizer,1,Specific,Isometric,Negligible shin stabilization.
1071,EX0022,MU0001,Stabilizer,1,Specific,Isometric,Negligible arch support.
1072,EX0022,MU0035,Stabilizer,1,Specific,Isometric,Negligible rotator cuff involvement.
1073,EX0022,MU0033,Stabilizer,1,Specific,Isometric,Minimal rotator cuff support.
1074,EX0022,MU0032,Stabilizer,1,Specific,Isometric,Negligible shoulder stabilization.
1075,EX0022,MU0034,Stabilizer,1,Specific,Isometric,Minimal rotator cuff role.
1076,EX0022,MU0036,Stabilizer,2,Specific,Isometric,Minor shoulder support during pushdown.
1077,EX0022,MU0037,Stabilizer,1,Specific,Isometric,Minimal abduction stabilization.
1078,EX0022,MU0038,Stabilizer,1,Specific,Isometric,Negligible shoulder involvement.
1079,EX0022,MU0048,Stabilizer,1,Specific,Isometric,Negligible elbow stabilization.
1080,EX0022,MU0049,Stabilizer,1,Specific,Isometric,Minimal elbow support.
1081,EX0022,MU0050,Stabilizer,1,Specific,Isometric,Minimal elbow stabilization.
1082,EX0022,MU0045,Primary,8,Specific,Isotonic,Drives elbow extension; strong role in pushdown.
1083,EX0022,MU0046,Primary,9,Specific,Isotonic,Primary driver of elbow extension; high activation.
1084,EX0022,MU0047,Primary,7,Specific,Isotonic,Supports triceps in elbow extension; strong role.
1085,EX0022,MU0029,Stabilizer,2,Specific,Isometric,Minor upper back support.
1086,EX0022,MU0030,Stabilizer,2,Specific,Isometric,Negligible scapular retraction.
1087,EX0022,MU0026,Stabilizer,2,Group,Isometric,Minor upper back involvement.
1088,EX0022,MU0027,Stabilizer,2,Group,Isometric,Minor upper back involvement.
1089,EX0022,MU0028,Stabilizer,2,Group,Isometric,Minor upper back involvement.
1090,EX0022,MU0017,Stabilizer,1,Specific,Isometric,Negligible hip stabilization in standing.
1091,EX0022,MU0014,Stabilizer,1,Group,Isometric,Minimal hip support in standing position.
1092,EX0022,MU0015,Stabilizer,1,Group,Isometric,Minimal hip support in standing position.
1093,EX0022,MU0016,Stabilizer,1,Group,Isometric,Minimal hip support in standing position.
1094,EX0022,MU0011,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1095,EX0022,MU0012,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1096,EX0022,MU0013,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1097,EX0022,MU0007,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1098,EX0022,MU0008,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1099,EX0022,MU0009,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1100,EX0022,MU0010,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1101,EX0023,MU0053,Stabilizer,4,Specific,Isometric,Maintains wrist stability during curl.
1102,EX0023,MU0048,Primary,9,Specific,Isotonic,Primary driver of elbow flexion; maximal activation.
1103,EX0023,MU0049,Primary,8,Specific,Isotonic,Strong elbow flexion support.
1104,EX0023,MU0050,Primary,8,Specific,Isotonic,Drives elbow flexion; high due to isolation.
1105,EX0023,MU0056,Primary,6,Specific,Isotonic,Assists elbow flexion; strong in curl.
1106,EX0023,MU0052,Stabilizer,5,Specific,Isometric,Primary grip strength for dumbbell.
1107,EX0023,MU0022,Stabilizer,3,Specific,Isometric,Minor intra-abdominal pressure for posture.
1108,EX0023,MU0020,Stabilizer,2,Specific,Isometric,Minor bracing for standing posture.
1109,EX0023,MU0021,Stabilizer,2,Specific,Isometric,Minimal anti-rotation support.
1110,EX0023,MU0018,Stabilizer,2,Specific,Isometric,Low demand for torso stability.
1111,EX0023,MU0024,Stabilizer,2,Specific,Isometric,Minor spinal support in standing position.
1112,EX0023,MU0025,Stabilizer,2,Specific,Isometric,Minimal pelvic stabilization in standing posture.
1113,EX0023,MU0036,Stabilizer,2,Specific,Isometric,Minor shoulder support during curl.
1114,EX0023,MU0037,Stabilizer,2,Specific,Isometric,Minimal abduction stabilization.
1115,EX0023,MU0029,Stabilizer,2,Specific,Isometric,Minor upper back stabilization.
1116,EX0023,MU0030,Stabilizer,2,Specific,Isometric,Negligible scapular support.
1117,EX0023,MU0026,Stabilizer,2,Group,Isometric,Minimal upper back involvement.
1118,EX0023,MU0027,Stabilizer,2,Group,Isometric,Minimal upper back involvement.
1119,EX0023,MU0028,Stabilizer,2,Group,Isometric,Minimal upper back involvement.
1120,EX0023,MU0039,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1121,EX0023,MU0040,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1122,EX0023,MU0041,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1123,EX0023,MU0042,Stabilizer,1,Specific,Isometric,Negligible scapular support.
1124,EX0023,MU0043,Stabilizer,1,Specific,Isometric,Minimal scapular stabilization.
1125,EX0023,MU0044,Stabilizer,1,Specific,Isometric,Irrelevant; no clavicle demand.
1126,EX0023,MU0005,Stabilizer,1,Specific,Isometric,Negligible ankle stabilization.
1127,EX0023,MU0006,Stabilizer,1,Specific,Isometric,Minimal ankle support.
1128,EX0023,MU0003,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
1129,EX0023,MU0004,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
1130,EX0023,MU0002,Stabilizer,1,Specific,Isometric,Negligible shin stabilization.
1131,EX0023,MU0001,Stabilizer,1,Specific,Isometric,Negligible arch support.
1132,EX0023,MU0035,Stabilizer,1,Specific,Isometric,Negligible rotator cuff involvement.
1133,EX0023,MU0033,Stabilizer,1,Specific,Isometric,Minimal rotator cuff support.
1134,EX0023,MU0032,Stabilizer,1,Specific,Isometric,Negligible shoulder stabilization.
1135,EX0023,MU0034,Stabilizer,1,Specific,Isometric,Minimal rotator cuff role.
1136,EX0023,MU0038,Stabilizer,1,Specific,Isometric,Negligible shoulder involvement.
1137,EX0023,MU0045,Stabilizer,1,Specific,Isometric,Negligible elbow stabilization.
1138,EX0023,MU0046,Stabilizer,1,Specific,Isometric,Minimal shoulder stabilization.
1139,EX0023,MU0047,Stabilizer,1,Specific,Isometric,Negligible involvement.
1140,EX0023,MU0017,Stabilizer,1,Specific,Isometric,Negligible hip stabilization in standing.
1141,EX0023,MU0014,Stabilizer,1,Group,Isometric,Minimal hip support in standing position.
1142,EX0023,MU0015,Stabilizer,1,Group,Isometric,Minimal hip support in standing position.
1143,EX0023,MU0016,Stabilizer,1,Group,Isometric,Minimal hip support in standing position.
1144,EX0023,MU0011,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1145,EX0023,MU0012,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1146,EX0023,MU0013,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1147,EX0023,MU0007,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1148,EX0023,MU0008,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1149,EX0023,MU0009,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1150,EX0023,MU0010,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1151,EX0024,MU0053,Stabilizer,3,Specific,Isometric,Maintains wrist stability during grip.
1152,EX0024,MU0018,Primary,9,Specific,Isotonic,Drives hip/spinal flexion to tuck knees; Primary.
1153,EX0024,MU0020,Primary,8,Specific,Isotonic,Assists spinal flexion and rotation in tuck.
1154,EX0024,MU0021,Primary,8,Specific,Isotonic,Supports flexion and anti-rotation during tuck.
1155,EX0024,MU0022,Primary,7,Specific,Isometric,Intra-abdominal pressure for core stability.
1156,EX0024,MU0052,Stabilizer,4,Specific,Isometric,Primary grip strength for bench hold.
1157,EX0024,MU0056,Stabilizer,3,Specific,Isometric,Supports grip on bench for stability.
1158,EX0024,MU0024,Stabilizer,3,Specific,Isometric,Supports seated posture; low demand.
1159,EX0024,MU0007,Secondary,3,Group,Isotonic,Minor knee extension during leg return.
1160,EX0024,MU0008,Secondary,3,Group,Isotonic,Minor knee extension during leg return.
1161,EX0024,MU0009,Secondary,3,Group,Isotonic,Minor knee extension during leg return.
1162,EX0024,MU0010,Secondary,3,Group,Isotonic,Minor knee extension during leg return.
1163,EX0024,MU0025,Stabilizer,2,Specific,Isometric,Minimal pelvic stabilization in seated position.
1164,EX0024,MU0029,Stabilizer,2,Specific,Isometric,Minor upper back stabilization.
1165,EX0024,MU0030,Stabilizer,2,Specific,Isometric,Negligible scapular support.
1166,EX0024,MU0026,Stabilizer,2,Group,Isometric,Minimal upper back involvement.
1167,EX0024,MU0027,Stabilizer,2,Group,Isometric,Minimal upper back involvement.
1168,EX0024,MU0028,Stabilizer,2,Group,Isometric,Minimal upper back involvement.
1169,EX0024,MU0039,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1170,EX0024,MU0040,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1171,EX0024,MU0041,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1172,EX0024,MU0042,Stabilizer,1,Specific,Isometric,Negligible scapular support.
1173,EX0024,MU0043,Stabilizer,1,Specific,Isometric,Minimal scapular stabilization.
1174,EX0024,MU0044,Stabilizer,1,Specific,Isometric,Irrelevant; no clavicle demand.
1175,EX0024,MU0005,Stabilizer,1,Specific,Isometric,Negligible ankle stabilization.
1176,EX0024,MU0006,Stabilizer,1,Specific,Isometric,Minimal ankle support.
1177,EX0024,MU0003,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
1178,EX0024,MU0004,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
1179,EX0024,MU0002,Stabilizer,1,Specific,Isometric,Negligible shin stabilization.
1180,EX0024,MU0001,Stabilizer,1,Specific,Isometric,Negligible arch support.
1181,EX0024,MU0035,Stabilizer,1,Specific,Isometric,Negligible rotator cuff involvement.
1182,EX0024,MU0033,Stabilizer,1,Specific,Isometric,Minimal rotator cuff support.
1183,EX0024,MU0032,Stabilizer,1,Specific,Isometric,Negligible shoulder stabilization.
1184,EX0024,MU0034,Stabilizer,1,Specific,Isometric,Minimal rotator cuff role.
1185,EX0024,MU0036,Stabilizer,1,Specific,Isometric,Negligible shoulder support.
1186,EX0024,MU0037,Stabilizer,1,Specific,Isometric,Minimal abduction stabilization.
1187,EX0024,MU0038,Stabilizer,1,Specific,Isometric,Negligible shoulder involvement.
1188,EX0024,MU0048,Stabilizer,1,Specific,Isometric,Minimal elbow stabilization.
1189,EX0024,MU0049,Stabilizer,1,Specific,Isometric,Negligible elbow support.
1190,EX0024,MU0050,Stabilizer,1,Specific,Isometric,Minimal elbow stabilization.
1191,EX0024,MU0045,Stabilizer,1,Specific,Isometric,Negligible elbow support.
1192,EX0024,MU0046,Stabilizer,1,Specific,Isometric,Minimal shoulder stabilization.
1193,EX0024,MU0047,Stabilizer,1,Specific,Isometric,Negligible involvement.
1194,EX0024,MU0017,Stabilizer,1,Specific,Isometric,Negligible hip stabilization in seated position.
1195,EX0024,MU0014,Stabilizer,1,Group,Isometric,Minimal hip support in seated position.
1196,EX0024,MU0015,Stabilizer,1,Group,Isometric,Minimal hip support in seated position.
1197,EX0024,MU0016,Stabilizer,1,Group,Isometric,Minimal hip support in seated position.
1198,EX0024,MU0011,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1199,EX0024,MU0012,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1200,EX0024,MU0013,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1201,EX0025,MU0053,Stabilizer,4,Specific,Isometric,Maintains wrist stability during curl.
1202,EX0025,MU0039,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1203,EX0025,MU0040,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1204,EX0025,MU0041,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
1205,EX0025,MU0042,Stabilizer,1,Specific,Isometric,Negligible scapular support.
1206,EX0025,MU0043,Stabilizer,1,Specific,Isometric,Minimal scapular stabilization.
1207,EX0025,MU0044,Stabilizer,1,Specific,Isometric,Irrelevant; no clavicle demand.
1208,EX0025,MU0020,Stabilizer,2,Specific,Isometric,Minor bracing for standing posture.
1209,EX0025,MU0021,Stabilizer,2,Specific,Isometric,Minimal anti-rotation support.
1210,EX0025,MU0018,Stabilizer,2,Specific,Isometric,Low demand for torso stability.
1211,EX0025,MU0022,Stabilizer,3,Specific,Isometric,Minor intra-abdominal pressure for posture.
1212,EX0025,MU0056,Primary,7,Specific,Isotonic,Strong elbow flexion in neutral grip; high cross-body demand.
1213,EX0025,MU0052,Stabilizer,5,Specific,Isometric,Primary grip strength for dumbbell; cross-body increases demand.
1214,EX0025,MU0024,Stabilizer,2,Specific,Isometric,Minor spinal support in standing position.
1215,EX0025,MU0025,Stabilizer,2,Specific,Isometric,Minimal pelvic stabilization in standing posture.
1216,EX0025,MU0005,Stabilizer,1,Specific,Isometric,Negligible ankle stabilization.
1217,EX0025,MU0006,Stabilizer,1,Specific,Isometric,Minimal ankle support.
1218,EX0025,MU0003,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
1219,EX0025,MU0004,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
1220,EX0025,MU0002,Stabilizer,1,Specific,Isometric,Negligible shin stabilization.
1221,EX0025,MU0001,Stabilizer,1,Specific,Isometric,Negligible arch support.
1222,EX0025,MU0035,Stabilizer,1,Specific,Isometric,Negligible rotator cuff involvement.
1223,EX0025,MU0033,Stabilizer,1,Specific,Isometric,Minimal rotator cuff support.
1224,EX0025,MU0032,Stabilizer,1,Specific,Isometric,Negligible shoulder stabilization.
1225,EX0025,MU0034,Stabilizer,1,Specific,Isometric,Minimal rotator cuff role.
1226,EX0025,MU0036,Stabilizer,2,Specific,Isometric,Minor shoulder support during curl.
1227,EX0025,MU0037,Stabilizer,2,Specific,Isometric,Minimal abduction stabilization.
1228,EX0025,MU0038,Stabilizer,1,Specific,Isometric,Negligible shoulder involvement.
1229,EX0025,MU0048,Primary,9,Specific,Isotonic,Primary driver of elbow flexion; high cross-body activation.
1230,EX0025,MU0049,Primary,8,Specific,Isotonic,Strong elbow flexion support in neutral grip.
1231,EX0025,MU0050,Primary,8,Specific,Isotonic,Drives elbow flexion; high due to hammer grip.
1232,EX0025,MU0045,Stabilizer,1,Specific,Isometric,Negligible elbow stabilization.
1233,EX0025,MU0046,Stabilizer,1,Specific,Isometric,Minimal shoulder stabilization.
1234,EX0025,MU0047,Stabilizer,1,Specific,Isometric,Negligible involvement.
1235,EX0025,MU0029,Stabilizer,2,Specific,Isometric,Minor upper back stabilization.
1236,EX0025,MU0030,Stabilizer,2,Specific,Isometric,Negligible scapular support.
1237,EX0025,MU0026,Stabilizer,2,Group,Isometric,Minimal upper back involvement.
1238,EX0025,MU0027,Stabilizer,2,Group,Isometric,Minimal upper back involvement.
1239,EX0025,MU0028,Stabilizer,2,Group,Isometric,Minimal upper back involvement.
1240,EX0025,MU0017,Stabilizer,1,Specific,Isometric,Negligible hip stabilization in standing.
1241,EX0025,MU0014,Stabilizer,1,Group,Isometric,Minimal hip support in standing position.
1242,EX0025,MU0015,Stabilizer,1,Group,Isometric,Minimal hip support in standing position.
1243,EX0025,MU0016,Stabilizer,1,Group,Isometric,Minimal hip support in standing position.
1244,EX0025,MU0011,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1245,EX0025,MU0012,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1246,EX0025,MU0013,Stabilizer,1,Group,Isometric,Negligible leg involvement.
1247,EX0025,MU0007,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1248,EX0025,MU0008,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1249,EX0025,MU0009,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
1250,EX0025,MU0010,Stabilizer,1,Group,Isometric,Minimal knee stabilization in standing.
